departure_date,arrival_date,flight_duration_hours,flight_cost,flight_class,departure_city,departure_country,arrival_city,arrival_country
2025-08-10,2025-08-11,12,145.46,Economy,Tokyo,Japan,Los Angeles,USA
2025-08-10,2025-08-10,7,418.87,Business,Tokyo,Japan,London,United Kingdom
2025-08-10,2025-08-10,10,234.76,Economy,Tokyo,Japan,Paris,France
2025-08-10,2025-08-10,10,152.71,Economy,Tokyo,Japan,Dubai,United Arab Emirates
2025-08-10,2025-08-10,9,232.76,Economy,Tokyo,Japan,Sydney,Australia
2025-08-10,2025-08-11,11,122.98,Economy,Tokyo,Japan,Rome,Italy
2025-08-10,2025-08-11,11,411.31,Business,Tokyo,Japan,Bangkok,Thailand
2025-08-10,2025-08-10,10,559.19,Business,Tokyo,Japan,Singapore,Singapore
2025-08-10,2025-08-10,2,987.86,First,Dubai,United Arab Emirates,New York City,USA
2025-08-10,2025-08-10,6,554.47,Business,Dubai,United Arab Emirates,Los Angeles,USA
2025-08-10,2025-08-10,4,1068.25,First,Dubai,United Arab Emirates,London,United Kingdom
2025-08-10,2025-08-11,12,278.28,Economy,Dubai,United Arab Emirates,Paris,France
2025-08-10,2025-08-11,11,520.84,Business,Dubai,United Arab Emirates,Tokyo,Japan
2025-08-10,2025-08-10,6,200.83,Economy,Dubai,United Arab Emirates,Sydney,Australia
2025-08-10,2025-08-10,6,236.68,Economy,Dubai,United Arab Emirates,Rome,Italy
2025-08-10,2025-08-10,2,218.11,Economy,Dubai,United Arab Emirates,Bangkok,Thailand
2025-08-10,2025-08-10,7,846.33,First,Dubai,United Arab Emirates,Singapore,Singapore
2025-08-10,2025-08-11,11,983.9,First,Sydney,Australia,New York City,USA
2025-08-10,2025-08-10,5,1082.97,First,Sydney,Australia,Los Angeles,USA
2025-08-10,2025-08-10,3,554.83,Business,Sydney,Australia,London,United Kingdom
2025-08-10,2025-08-10,10,605.83,Business,Sydney,Australia,Paris,France
2025-08-10,2025-08-10,8,114.63,Economy,Sydney,Australia,Tokyo,Japan
2025-08-10,2025-08-10,3,1073.99,First,Sydney,Australia,Dubai,United Arab Emirates
2025-08-10,2025-08-11,11,1042.53,First,Sydney,Australia,Rome,Italy
2025-08-10,2025-08-10,3,459.14,Business,Sydney,Australia,Bangkok,Thailand
2025-08-10,2025-08-10,7,193.22,Economy,Sydney,Australia,Singapore,Singapore
2025-08-10,2025-08-11,11,1071.76,First,Rome,Italy,New York City,USA
2025-08-10,2025-08-10,10,230.97,Economy,Rome,Italy,Los Angeles,USA
2025-08-10,2025-08-11,11,456.9,Business,Rome,Italy,London,United Kingdom
2025-08-10,2025-08-10,3,976.9,First,Rome,Italy,Paris,France
2025-08-10,2025-08-10,4,619.96,Business,Rome,Italy,Tokyo,Japan
2025-08-10,2025-08-10,8,277.6,Economy,Rome,Italy,Dubai,United Arab Emirates
2025-08-10,2025-08-10,10,598.68,Business,Rome,Italy,Sydney,Australia
2025-08-10,2025-08-10,9,126.47,Economy,Rome,Italy,Bangkok,Thailand
2025-08-10,2025-08-11,12,148.71,Economy,Rome,Italy,Singapore,Singapore
2025-08-10,2025-08-11,11,272.01,Economy,Bangkok,Thailand,New York City,USA
2025-08-10,2025-08-11,12,183.18,Economy,Bangkok,Thailand,Los Angeles,USA
2025-08-10,2025-08-10,4,252.01,Economy,Bangkok,Thailand,London,United Kingdom
2025-08-10,2025-08-11,12,416.51,Business,Bangkok,Thailand,Paris,France
2025-08-10,2025-08-10,6,560.35,Business,Bangkok,Thailand,Tokyo,Japan
2025-08-10,2025-08-10,6,800.19,First,Bangkok,Thailand,Dubai,United Arab Emirates
2025-08-10,2025-08-11,12,1069.62,First,Bangkok,Thailand,Sydney,Australia
2025-08-10,2025-08-10,4,502.97,Business,Bangkok,Thailand,Rome,Italy
2025-08-10,2025-08-10,7,473.95,Business,Bangkok,Thailand,Singapore,Singapore
2025-08-10,2025-08-10,6,1135.83,First,Singapore,Singapore,New York City,USA
2025-08-10,2025-08-10,6,534.95,Business,Singapore,Singapore,Los Angeles,USA
2025-08-10,2025-08-10,9,269.26,Economy,Singapore,Singapore,London,United Kingdom
2025-08-10,2025-08-10,4,162.34,Economy,Singapore,Singapore,Paris,France
2025-08-10,2025-08-10,6,286.66,Economy,Singapore,Singapore,Tokyo,Japan
2025-08-10,2025-08-11,12,277.35,Economy,Singapore,Singapore,Dubai,United Arab Emirates
2025-08-10,2025-08-10,9,423.23,Business,Singapore,Singapore,Sydney,Australia
2025-08-10,2025-08-10,3,498.06,Business,Singapore,Singapore,Rome,Italy
2025-08-10,2025-08-11,11,1127.37,First,Singapore,Singapore,Bangkok,Thailand
2025-08-11,2025-08-11,4,819.97,First,New York City,USA,Los Angeles,USA
2025-08-11,2025-08-12,12,212.6,Economy,New York City,USA,London,United Kingdom
2025-08-11,2025-08-11,7,109.37,Economy,New York City,USA,Paris,France
2025-08-11,2025-08-11,8,460.6,Business,New York City,USA,Tokyo,Japan
2025-08-11,2025-08-12,11,158.72,Economy,New York City,USA,Dubai,United Arab Emirates
2025-08-11,2025-08-12,12,838.95,First,New York City,USA,Sydney,Australia
2025-08-11,2025-08-11,7,854.21,First,New York City,USA,Rome,Italy
2025-08-11,2025-08-11,6,255.24,Economy,New York City,USA,Bangkok,Thailand
2025-08-11,2025-08-11,7,455.85,Business,New York City,USA,Singapore,Singapore
2025-08-11,2025-08-11,8,1121.47,First,Los Angeles,USA,New York City,USA
2025-08-11,2025-08-11,3,1051.11,First,Los Angeles,USA,London,United Kingdom
2025-08-11,2025-08-12,11,930.31,First,Los Angeles,USA,Paris,France
2025-08-11,2025-08-12,12,632.2,Business,Los Angeles,USA,Tokyo,Japan
2025-08-11,2025-08-11,8,196.07,Economy,Los Angeles,USA,Dubai,United Arab Emirates
2025-08-11,2025-08-11,7,1176.49,First,Los Angeles,USA,Sydney,Australia
2025-08-11,2025-08-11,8,277.6,Economy,Los Angeles,USA,Rome,Italy
2025-08-11,2025-08-11,9,549.62,Business,Los Angeles,USA,Bangkok,Thailand
2025-08-11,2025-08-11,7,884.16,First,Los Angeles,USA,Singapore,Singapore
2025-08-11,2025-08-11,9,848.0,First,London,United Kingdom,New York City,USA
2025-08-11,2025-08-11,4,246.09,Economy,London,United Kingdom,Los Angeles,USA
2025-08-11,2025-08-11,6,261.26,Economy,London,United Kingdom,Paris,France
2025-08-11,2025-08-11,10,912.66,First,London,United Kingdom,Tokyo,Japan
2025-08-11,2025-08-11,9,239.29,Economy,London,United Kingdom,Dubai,United Arab Emirates
2025-08-11,2025-08-11,7,673.64,Business,London,United Kingdom,Sydney,Australia
2025-08-11,2025-08-11,5,274.75,Economy,London,United Kingdom,Rome,Italy
2025-08-11,2025-08-11,5,937.78,First,London,United Kingdom,Bangkok,Thailand
2025-08-11,2025-08-11,5,585.74,Business,London,United Kingdom,Singapore,Singapore
2025-08-11,2025-08-11,2,425.09,Business,Paris,France,New York City,USA
2025-08-11,2025-08-11,5,203.65,Economy,Paris,France,Los Angeles,USA
2025-08-11,2025-08-11,10,282.85,Economy,Paris,France,London,United Kingdom
2025-08-11,2025-08-11,3,657.36,Business,Paris,France,Tokyo,Japan
2025-08-11,2025-08-11,4,243.45,Economy,Paris,France,Dubai,United Arab Emirates
2025-08-11,2025-08-11,9,112.88,Economy,Paris,France,Sydney,Australia
2025-08-11,2025-08-11,7,989.19,First,Paris,France,Rome,Italy
2025-08-11,2025-08-11,5,299.66,Economy,Paris,France,Bangkok,Thailand
2025-08-11,2025-08-11,5,598.14,Business,Paris,France,Singapore,Singapore
2025-08-11,2025-08-12,11,576.41,Business,Tokyo,Japan,New York City,USA
2025-08-11,2025-08-11,3,866.96,First,Tokyo,Japan,Los Angeles,USA
2025-08-11,2025-08-11,5,153.7,Economy,Tokyo,Japan,London,United Kingdom
2025-08-11,2025-08-11,7,259.61,Economy,Tokyo,Japan,Paris,France
2025-08-11,2025-08-11,4,484.72,Business,Tokyo,Japan,Dubai,United Arab Emirates
2025-08-11,2025-08-11,9,657.64,Business,Tokyo,Japan,Sydney,Australia
2025-08-11,2025-08-11,7,611.49,Business,Tokyo,Japan,Rome,Italy
2025-08-11,2025-08-11,3,289.34,Economy,Tokyo,Japan,Bangkok,Thailand
2025-08-11,2025-08-11,5,108.23,Economy,Tokyo,Japan,Singapore,Singapore
2025-08-11,2025-08-12,12,504.6,Business,Dubai,United Arab Emirates,New York City,USA
2025-08-11,2025-08-11,9,129.06,Economy,Dubai,United Arab Emirates,Los Angeles,USA
2025-08-11,2025-08-11,10,273.57,Economy,Dubai,United Arab Emirates,London,United Kingdom
2025-08-11,2025-08-11,9,1159.96,First,Dubai,United Arab Emirates,Paris,France
2025-08-11,2025-08-12,11,520.81,Business,Dubai,United Arab Emirates,Tokyo,Japan
2025-08-11,2025-08-12,11,1074.34,First,Dubai,United Arab Emirates,Sydney,Australia
2025-08-11,2025-08-11,4,469.08,Business,Dubai,United Arab Emirates,Rome,Italy
2025-08-11,2025-08-11,8,578.95,Business,Dubai,United Arab Emirates,Bangkok,Thailand
2025-08-11,2025-08-11,9,1037.74,First,Dubai,United Arab Emirates,Singapore,Singapore
2025-08-11,2025-08-11,6,475.55,Business,Sydney,Australia,New York City,USA
2025-08-11,2025-08-11,6,642.99,Business,Sydney,Australia,Los Angeles,USA
2025-08-11,2025-08-11,3,1078.14,First,Sydney,Australia,London,United Kingdom
2025-08-11,2025-08-11,2,200.89,Economy,Sydney,Australia,Paris,France
2025-08-11,2025-08-11,2,469.31,Business,Sydney,Australia,Tokyo,Japan
2025-08-11,2025-08-11,3,434.53,Business,Sydney,Australia,Dubai,United Arab Emirates
2025-08-11,2025-08-11,8,180.22,Economy,Sydney,Australia,Rome,Italy
2025-08-11,2025-08-12,12,493.73,Business,Sydney,Australia,Bangkok,Thailand
2025-08-11,2025-08-11,2,140.05,Economy,Sydney,Australia,Singapore,Singapore
2025-08-11,2025-08-11,10,1077.42,First,Rome,Italy,New York City,USA
2025-08-11,2025-08-11,3,118.7,Economy,Rome,Italy,Los Angeles,USA
2025-08-11,2025-08-12,11,254.39,Economy,Rome,Italy,London,United Kingdom
2025-08-11,2025-08-11,3,156.58,Economy,Rome,Italy,Paris,France
2025-08-11,2025-08-11,7,113.17,Economy,Rome,Italy,Tokyo,Japan
2025-08-11,2025-08-11,10,546.36,Business,Rome,Italy,Dubai,United Arab Emirates
2025-08-11,2025-08-11,4,655.73,Business,Rome,Italy,Sydney,Australia
2025-08-11,2025-08-11,6,147.92,Economy,Rome,Italy,Bangkok,Thailand
2025-08-11,2025-08-12,11,947.07,First,Rome,Italy,Singapore,Singapore
2025-08-11,2025-08-11,5,110.48,Economy,Bangkok,Thailand,New York City,USA
2025-08-11,2025-08-11,2,590.12,Business,Bangkok,Thailand,Los Angeles,USA
2025-08-11,2025-08-12,11,572.81,Business,Bangkok,Thailand,London,United Kingdom
2025-08-11,2025-08-12,11,570.87,Business,Bangkok,Thailand,Paris,France
2025-08-11,2025-08-11,4,1184.22,First,Bangkok,Thailand,Tokyo,Japan
2025-08-11,2025-08-11,9,483.83,Business,Bangkok,Thailand,Dubai,United Arab Emirates
2025-08-11,2025-08-11,4,697.05,Business,Bangkok,Thailand,Sydney,Australia
2025-08-11,2025-08-11,3,581.61,Business,Bangkok,Thailand,Rome,Italy
2025-08-11,2025-08-11,2,531.52,Business,Bangkok,Thailand,Singapore,Singapore
2025-08-11,2025-08-11,7,1082.07,First,Singapore,Singapore,New York City,USA
2025-08-11,2025-08-11,6,561.89,Business,Singapore,Singapore,Los Angeles,USA
2025-08-11,2025-08-11,6,512.55,Business,Singapore,Singapore,London,United Kingdom
2025-08-11,2025-08-11,6,862.49,First,Singapore,Singapore,Paris,France
2025-08-11,2025-08-11,7,569.07,Business,Singapore,Singapore,Tokyo,Japan
2025-08-11,2025-08-11,6,633.27,Business,Singapore,Singapore,Dubai,United Arab Emirates
2025-08-11,2025-08-11,10,566.35,Business,Singapore,Singapore,Sydney,Australia
2025-08-11,2025-08-11,2,1186.68,First,Singapore,Singapore,Rome,Italy
2025-08-11,2025-08-12,11,221.19,Economy,Singapore,Singapore,Bangkok,Thailand
2025-08-12,2025-08-12,8,582.17,Business,New York City,USA,Los Angeles,USA
2025-08-12,2025-08-12,9,496.22,Business,New York City,USA,London,United Kingdom
2025-08-12,2025-08-12,6,474.38,Business,New York City,USA,Paris,France
2025-08-12,2025-08-12,9,423.37,Business,New York City,USA,Tokyo,Japan
2025-08-12,2025-08-12,3,218.42,Economy,New York City,USA,Dubai,United Arab Emirates
2025-08-12,2025-08-12,8,1072.37,First,New York City,USA,Sydney,Australia
2025-08-12,2025-08-12,7,1072.59,First,New York City,USA,Rome,Italy
2025-08-12,2025-08-12,7,430.95,Business,New York City,USA,Bangkok,Thailand
2025-08-12,2025-08-12,5,422.04,Business,New York City,USA,Singapore,Singapore
2025-08-12,2025-08-12,8,675.13,Business,Los Angeles,USA,New York City,USA
2025-08-12,2025-08-12,9,143.18,Economy,Los Angeles,USA,London,United Kingdom
2025-08-12,2025-08-12,6,281.15,Economy,Los Angeles,USA,Paris,France
2025-08-12,2025-08-12,10,268.69,Economy,Los Angeles,USA,Tokyo,Japan
2025-08-12,2025-08-13,11,276.42,Economy,Los Angeles,USA,Dubai,United Arab Emirates
2025-08-12,2025-08-12,9,588.92,Business,Los Angeles,USA,Sydney,Australia
2025-08-12,2025-08-12,4,561.21,Business,Los Angeles,USA,Rome,Italy
2025-08-12,2025-08-13,11,265.0,Economy,Los Angeles,USA,Bangkok,Thailand
2025-08-12,2025-08-12,3,156.46,Economy,Los Angeles,USA,Singapore,Singapore
2025-08-12,2025-08-12,3,870.47,First,London,United Kingdom,New York City,USA
2025-08-12,2025-08-12,9,515.62,Business,London,United Kingdom,Los Angeles,USA
2025-08-12,2025-08-12,6,584.1,Business,London,United Kingdom,Paris,France
2025-08-12,2025-08-13,11,153.2,Economy,London,United Kingdom,Tokyo,Japan
2025-08-12,2025-08-12,3,179.07,Economy,London,United Kingdom,Dubai,United Arab Emirates
2025-08-12,2025-08-12,8,122.26,Economy,London,United Kingdom,Sydney,Australia
2025-08-12,2025-08-12,10,552.25,Business,London,United Kingdom,Rome,Italy
2025-08-12,2025-08-12,7,815.81,First,London,United Kingdom,Bangkok,Thailand
2025-08-12,2025-08-13,12,228.11,Economy,London,United Kingdom,Singapore,Singapore
2025-08-12,2025-08-12,3,105.5,Economy,Paris,France,New York City,USA
2025-08-12,2025-08-13,11,947.86,First,Paris,France,Los Angeles,USA
2025-08-12,2025-08-12,10,251.45,Economy,Paris,France,London,United Kingdom
2025-08-12,2025-08-12,2,626.21,Business,Paris,France,Tokyo,Japan
2025-08-12,2025-08-12,9,592.44,Business,Paris,France,Dubai,United Arab Emirates
2025-08-12,2025-08-12,7,653.11,Business,Paris,France,Sydney,Australia
2025-08-12,2025-08-12,4,1122.14,First,Paris,France,Rome,Italy
2025-08-12,2025-08-12,6,555.66,Business,Paris,France,Bangkok,Thailand
2025-08-12,2025-08-13,12,137.13,Economy,Paris,France,Singapore,Singapore
2025-08-12,2025-08-12,6,222.28,Economy,Tokyo,Japan,New York City,USA
2025-08-12,2025-08-12,6,265.19,Economy,Tokyo,Japan,Los Angeles,USA
2025-08-12,2025-08-12,4,212.88,Economy,Tokyo,Japan,London,United Kingdom
2025-08-12,2025-08-13,11,111.53,Economy,Tokyo,Japan,Paris,France
2025-08-12,2025-08-12,3,113.45,Economy,Tokyo,Japan,Dubai,United Arab Emirates
2025-08-12,2025-08-12,4,1185.7,First,Tokyo,Japan,Sydney,Australia
2025-08-12,2025-08-12,2,606.0,Business,Tokyo,Japan,Rome,Italy
2025-08-12,2025-08-12,2,265.93,Economy,Tokyo,Japan,Bangkok,Thailand
2025-08-12,2025-08-12,3,812.25,First,Tokyo,Japan,Singapore,Singapore
2025-08-12,2025-08-12,10,466.1,Business,Dubai,United Arab Emirates,New York City,USA
2025-08-12,2025-08-12,8,244.89,Economy,Dubai,United Arab Emirates,Los Angeles,USA
2025-08-12,2025-08-13,12,972.89,First,Dubai,United Arab Emirates,London,United Kingdom
2025-08-12,2025-08-12,3,554.8,Business,Dubai,United Arab Emirates,Paris,France
2025-08-12,2025-08-12,7,217.83,Economy,Dubai,United Arab Emirates,Tokyo,Japan
2025-08-12,2025-08-12,6,109.8,Economy,Dubai,United Arab Emirates,Sydney,Australia
2025-08-12,2025-08-12,10,149.93,Economy,Dubai,United Arab Emirates,Rome,Italy
2025-08-12,2025-08-12,5,454.81,Business,Dubai,United Arab Emirates,Bangkok,Thailand
2025-08-12,2025-08-12,10,594.73,Business,Dubai,United Arab Emirates,Singapore,Singapore
2025-08-12,2025-08-12,10,687.35,Business,Sydney,Australia,New York City,USA
2025-08-12,2025-08-12,10,1078.63,First,Sydney,Australia,Los Angeles,USA
2025-08-12,2025-08-12,4,803.03,First,Sydney,Australia,London,United Kingdom
2025-08-12,2025-08-12,3,417.23,Business,Sydney,Australia,Paris,France
2025-08-12,2025-08-12,7,204.85,Economy,Sydney,Australia,Tokyo,Japan
2025-08-12,2025-08-12,9,801.92,First,Sydney,Australia,Dubai,United Arab Emirates
2025-08-12,2025-08-13,12,152.91,Economy,Sydney,Australia,Rome,Italy
2025-08-12,2025-08-13,12,881.54,First,Sydney,Australia,Bangkok,Thailand
2025-08-12,2025-08-12,6,943.71,First,Sydney,Australia,Singapore,Singapore
2025-08-12,2025-08-12,6,560.21,Business,Rome,Italy,New York City,USA
2025-08-12,2025-08-12,10,131.08,Economy,Rome,Italy,Los Angeles,USA
2025-08-12,2025-08-12,2,1097.5,First,Rome,Italy,London,United Kingdom
2025-08-12,2025-08-12,8,993.95,First,Rome,Italy,Paris,France
2025-08-12,2025-08-12,5,289.93,Economy,Rome,Italy,Tokyo,Japan
2025-08-12,2025-08-13,12,818.2,First,Rome,Italy,Dubai,United Arab Emirates
2025-08-12,2025-08-12,3,626.75,Business,Rome,Italy,Sydney,Australia
2025-08-12,2025-08-12,10,617.04,Business,Rome,Italy,Bangkok,Thailand
2025-08-12,2025-08-12,5,1191.88,First,Rome,Italy,Singapore,Singapore
2025-08-12,2025-08-13,12,1009.96,First,Bangkok,Thailand,New York City,USA
2025-08-12,2025-08-12,7,1185.54,First,Bangkok,Thailand,Los Angeles,USA
2025-08-12,2025-08-12,10,1161.51,First,Bangkok,Thailand,London,United Kingdom
2025-08-12,2025-08-12,8,652.67,Business,Bangkok,Thailand,Paris,France
2025-08-12,2025-08-12,4,978.85,First,Bangkok,Thailand,Tokyo,Japan
2025-08-12,2025-08-13,12,415.26,Business,Bangkok,Thailand,Dubai,United Arab Emirates
2025-08-12,2025-08-12,2,519.73,Business,Bangkok,Thailand,Sydney,Australia
2025-08-12,2025-08-12,5,617.74,Business,Bangkok,Thailand,Rome,Italy
2025-08-12,2025-08-13,12,920.14,First,Bangkok,Thailand,Singapore,Singapore
2025-08-12,2025-08-12,3,1187.5,First,Singapore,Singapore,New York City,USA
2025-08-12,2025-08-12,8,536.71,Business,Singapore,Singapore,Los Angeles,USA
2025-08-12,2025-08-12,6,1140.41,First,Singapore,Singapore,London,United Kingdom
2025-08-12,2025-08-12,9,1146.89,First,Singapore,Singapore,Paris,France
2025-08-12,2025-08-12,10,283.47,Economy,Singapore,Singapore,Tokyo,Japan
2025-08-12,2025-08-12,9,1057.69,First,Singapore,Singapore,Dubai,United Arab Emirates
2025-08-12,2025-08-12,10,203.37,Economy,Singapore,Singapore,Sydney,Australia
2025-08-12,2025-08-12,8,810.2,First,Singapore,Singapore,Rome,Italy
2025-08-12,2025-08-13,11,558.14,Business,Singapore,Singapore,Bangkok,Thailand
2025-08-13,2025-08-13,3,176.6,Economy,New York City,USA,Los Angeles,USA
2025-08-13,2025-08-14,12,439.54,Business,New York City,USA,London,United Kingdom
2025-08-13,2025-08-14,11,997.01,First,New York City,USA,Paris,France
2025-08-13,2025-08-13,7,569.73,Business,New York City,USA,Tokyo,Japan
2025-08-13,2025-08-13,10,272.74,Economy,New York City,USA,Dubai,United Arab Emirates
2025-08-13,2025-08-13,6,129.61,Economy,New York City,USA,Sydney,Australia
2025-08-13,2025-08-13,4,507.67,Business,New York City,USA,Rome,Italy
2025-08-13,2025-08-13,10,107.38,Economy,New York City,USA,Bangkok,Thailand
2025-08-13,2025-08-14,11,193.0,Economy,New York City,USA,Singapore,Singapore
2025-08-13,2025-08-13,9,881.73,First,Los Angeles,USA,New York City,USA
2025-08-13,2025-08-13,4,269.14,Economy,Los Angeles,USA,London,United Kingdom
2025-08-13,2025-08-14,12,1082.06,First,Los Angeles,USA,Paris,France
2025-08-13,2025-08-13,9,510.97,Business,Los Angeles,USA,Tokyo,Japan
2025-08-13,2025-08-13,6,1053.42,First,Los Angeles,USA,Dubai,United Arab Emirates
2025-08-13,2025-08-13,10,566.61,Business,Los Angeles,USA,Sydney,Australia
2025-08-13,2025-08-13,2,125.31,Economy,Los Angeles,USA,Rome,Italy
2025-08-13,2025-08-13,3,826.28,First,Los Angeles,USA,Bangkok,Thailand
2025-08-13,2025-08-13,7,252.61,Economy,Los Angeles,USA,Singapore,Singapore
2025-08-13,2025-08-13,6,1073.33,First,London,United Kingdom,New York City,USA
2025-08-13,2025-08-13,8,998.48,First,London,United Kingdom,Los Angeles,USA
2025-08-13,2025-08-14,11,686.72,Business,London,United Kingdom,Paris,France
2025-08-13,2025-08-13,9,698.71,Business,London,United Kingdom,Tokyo,Japan
2025-08-13,2025-08-13,6,497.06,Business,London,United Kingdom,Dubai,United Arab Emirates
2025-08-13,2025-08-14,12,484.43,Business,London,United Kingdom,Sydney,Australia
2025-08-13,2025-08-14,12,248.89,Economy,London,United Kingdom,Rome,Italy
2025-08-13,2025-08-13,6,1185.11,First,London,United Kingdom,Bangkok,Thailand
2025-08-13,2025-08-14,11,179.91,Economy,London,United Kingdom,Singapore,Singapore
2025-08-13,2025-08-13,4,1145.92,First,Paris,France,New York City,USA
2025-08-13,2025-08-13,10,265.48,Economy,Paris,France,Los Angeles,USA
2025-08-13,2025-08-13,7,567.05,Business,Paris,France,London,United Kingdom
2025-08-13,2025-08-13,3,269.05,Economy,Paris,France,Tokyo,Japan
2025-08-13,2025-08-13,2,297.87,Economy,Paris,France,Dubai,United Arab Emirates
2025-08-13,2025-08-13,7,1092.13,First,Paris,France,Sydney,Australia
2025-08-13,2025-08-13,2,278.2,Economy,Paris,France,Rome,Italy
2025-08-13,2025-08-14,12,107.17,Economy,Paris,France,Bangkok,Thailand
2025-08-13,2025-08-13,4,435.24,Business,Paris,France,Singapore,Singapore
2025-08-13,2025-08-14,11,979.5,First,Tokyo,Japan,New York City,USA
2025-08-13,2025-08-13,6,649.56,Business,Tokyo,Japan,Los Angeles,USA
2025-08-13,2025-08-13,10,925.65,First,Tokyo,Japan,London,United Kingdom
2025-08-13,2025-08-13,6,452.13,Business,Tokyo,Japan,Paris,France
2025-08-13,2025-08-13,8,567.81,Business,Tokyo,Japan,Dubai,United Arab Emirates
2025-08-13,2025-08-13,9,870.12,First,Tokyo,Japan,Sydney,Australia
2025-08-13,2025-08-13,7,1182.78,First,Tokyo,Japan,Rome,Italy
2025-08-13,2025-08-13,3,1097.2,First,Tokyo,Japan,Bangkok,Thailand
2025-08-13,2025-08-13,4,295.99,Economy,Tokyo,Japan,Singapore,Singapore
2025-08-13,2025-08-13,10,981.15,First,Dubai,United Arab Emirates,New York City,USA
2025-08-13,2025-08-13,7,241.3,Economy,Dubai,United Arab Emirates,Los Angeles,USA
2025-08-13,2025-08-13,3,855.06,First,Dubai,United Arab Emirates,London,United Kingdom
2025-08-13,2025-08-13,10,688.18,Business,Dubai,United Arab Emirates,Paris,France
2025-08-13,2025-08-13,4,123.07,Economy,Dubai,United Arab Emirates,Tokyo,Japan
2025-08-13,2025-08-13,9,445.27,Business,Dubai,United Arab Emirates,Sydney,Australia
2025-08-13,2025-08-13,9,441.03,Business,Dubai,United Arab Emirates,Rome,Italy
2025-08-13,2025-08-13,3,839.61,First,Dubai,United Arab Emirates,Bangkok,Thailand
2025-08-13,2025-08-13,5,132.16,Economy,Dubai,United Arab Emirates,Singapore,Singapore
2025-08-13,2025-08-13,10,445.95,Business,Sydney,Australia,New York City,USA
2025-08-13,2025-08-13,4,1151.55,First,Sydney,Australia,Los Angeles,USA
2025-08-13,2025-08-13,4,116.45,Economy,Sydney,Australia,London,United Kingdom
2025-08-13,2025-08-13,10,648.03,Business,Sydney,Australia,Paris,France
2025-08-13,2025-08-13,6,866.12,First,Sydney,Australia,Tokyo,Japan
2025-08-13,2025-08-13,2,524.07,Business,Sydney,Australia,Dubai,United Arab Emirates
2025-08-13,2025-08-13,6,175.0,Economy,Sydney,Australia,Rome,Italy
2025-08-13,2025-08-13,6,234.8,Economy,Sydney,Australia,Bangkok,Thailand
2025-08-13,2025-08-14,11,962.67,First,Sydney,Australia,Singapore,Singapore
2025-08-13,2025-08-13,6,880.08,First,Rome,Italy,New York City,USA
2025-08-13,2025-08-13,5,972.26,First,Rome,Italy,Los Angeles,USA
2025-08-13,2025-08-13,9,512.08,Business,Rome,Italy,London,United Kingdom
2025-08-13,2025-08-13,7,243.32,Economy,Rome,Italy,Paris,France
2025-08-13,2025-08-13,3,1067.8,First,Rome,Italy,Tokyo,Japan
2025-08-13,2025-08-13,6,487.47,Business,Rome,Italy,Dubai,United Arab Emirates
2025-08-13,2025-08-13,4,117.13,Economy,Rome,Italy,Sydney,Australia
2025-08-13,2025-08-13,6,571.71,Business,Rome,Italy,Bangkok,Thailand
2025-08-13,2025-08-13,2,428.95,Business,Rome,Italy,Singapore,Singapore
2025-08-13,2025-08-13,9,539.51,Business,Bangkok,Thailand,New York City,USA
2025-08-13,2025-08-13,2,1088.97,First,Bangkok,Thailand,Los Angeles,USA
2025-08-13,2025-08-13,7,515.56,Business,Bangkok,Thailand,London,United Kingdom
2025-08-13,2025-08-13,7,463.74,Business,Bangkok,Thailand,Paris,France
2025-08-13,2025-08-13,8,287.18,Economy,Bangkok,Thailand,Tokyo,Japan
2025-08-13,2025-08-13,4,1031.55,First,Bangkok,Thailand,Dubai,United Arab Emirates
2025-08-13,2025-08-13,2,1127.28,First,Bangkok,Thailand,Sydney,Australia
2025-08-13,2025-08-13,10,1096.01,First,Bangkok,Thailand,Rome,Italy
2025-08-13,2025-08-13,8,1053.35,First,Bangkok,Thailand,Singapore,Singapore
2025-08-13,2025-08-13,10,1064.44,First,Singapore,Singapore,New York City,USA
2025-08-13,2025-08-14,12,574.48,Business,Singapore,Singapore,Los Angeles,USA
2025-08-13,2025-08-13,2,163.1,Economy,Singapore,Singapore,London,United Kingdom
2025-08-13,2025-08-13,3,137.06,Economy,Singapore,Singapore,Paris,France
2025-08-13,2025-08-13,7,664.66,Business,Singapore,Singapore,Tokyo,Japan
2025-08-13,2025-08-13,7,160.24,Economy,Singapore,Singapore,Dubai,United Arab Emirates
2025-08-13,2025-08-14,11,1007.53,First,Singapore,Singapore,Sydney,Australia
2025-08-13,2025-08-13,4,139.66,Economy,Singapore,Singapore,Rome,Italy
2025-08-13,2025-08-14,12,566.42,Business,Singapore,Singapore,Bangkok,Thailand
2025-08-14,2025-08-14,2,162.65,Economy,New York City,USA,Los Angeles,USA
2025-08-14,2025-08-14,5,589.84,Business,New York City,USA,London,United Kingdom
2025-08-14,2025-08-15,11,284.18,Economy,New York City,USA,Paris,France
2025-08-14,2025-08-14,3,699.86,Business,New York City,USA,Tokyo,Japan
2025-08-14,2025-08-14,3,899.32,First,New York City,USA,Dubai,United Arab Emirates
2025-08-14,2025-08-14,4,993.07,First,New York City,USA,Sydney,Australia
2025-08-14,2025-08-14,4,156.69,Economy,New York City,USA,Rome,Italy
2025-08-14,2025-08-14,5,944.97,First,New York City,USA,Bangkok,Thailand
